# z mu sigma
1.920040 20.589102 0.145441
1.920043 21.061579 0.145441
1.920064 20.847761 0.145442
1.920068 20.944917 0.145442
1.920081 20.808721 0.145443
1.920088 21.008578 0.145443
1.920100 21.036784 0.145443
1.920123 20.753492 0.145444
1.920127 20.871068 0.145445
1.920135 21.003193 0.145445
1.920139 20.988626 0.145445
1.920147 21.254738 0.145445
1.920208 20.889474 0.145448
1.920218 20.969677 0.145448
1.920244 21.035859 0.145449
1.920269 20.773956 0.145450
1.920275 21.113449 0.145450
1.920282 21.149129 0.145451
1.920284 21.003260 0.145451
1.920301 20.726803 0.145451
1.920306 20.972337 0.145452
1.920337 21.130996 0.145453
1.920365 20.877135 0.145454
1.920389 20.837494 0.145455
1.920397 20.883886 0.145455
1.920434 20.913803 0.145457
1.920440 20.929689 0.145457
1.920441 21.130355 0.145457
1.920487 20.974423 0.145459
1.920495 20.978581 0.145459
1.920522 21.022730 0.145460
1.920530 20.966061 0.145461
1.920533 20.977319 0.145461
1.920539 20.835721 0.145461
1.920539 21.039441 0.145461
1.920546 20.947425 0.145461
1.920559 21.141802 0.145462
1.920572 21.031704 0.145462
1.920572 21.011567 0.145462
1.920578 20.972181 0.145463
1.920588 20.957142 0.145463
1.920603 20.858524 0.145464
1.920612 20.874978 0.145464
1.920682 20.926327 0.145467
1.920687 20.843515 0.145467
1.920735 20.828802 0.145469
1.920749 21.075562 0.145469
1.920750 20.808078 0.145469
1.920755 21.152064 0.145470
1.920759 20.917665 0.145470
1.920774 20.730830 0.145470
1.920779 20.688998 0.145471
1.920847 20.954818 0.145473
1.920851 20.752240 0.145473
1.920851 20.732089 0.145473
1.920857 21.207061 0.145474
1.920866 20.861897 0.145474
1.920887 21.072760 0.145475
1.920897 20.730075 0.145475
1.920924 20.902978 0.145476
1.920933 20.899787 0.145477
1.920938 20.810637 0.145477
1.920948 20.791157 0.145477
1.920959 20.970146 0.145478
1.920972 20.763174 0.145478
1.920982 21.017186 0.145479
1.920983 20.798678 0.145479
1.920987 20.751233 0.145479
1.921001 20.769382 0.145479
1.921029 20.866436 0.145481
1.921064 20.854549 0.145482
1.921065 20.944663 0.145482
1.921083 20.608632 0.145483
1.921100 21.071785 0.145483
1.921117 21.111164 0.145484
1.921139 21.191811 0.145485
1.921159 20.725282 0.145486
1.921175 21.006437 0.145486
1.921179 20.672974 0.145487
1.921229 20.954283 0.145489
1.921244 20.753675 0.145489
1.921272 20.682276 0.145490
1.921280 20.832845 0.145491
1.921311 20.929364 0.145492
1.921317 20.817040 0.145492
1.921344 21.165986 0.145493
1.921363 20.945146 0.145494
1.921366 20.992321 0.145494
1.921397 21.013129 0.145495
1.921418 20.883787 0.145496
1.921458 21.014348 0.145498
1.921463 20.989702 0.145498
1.921468 20.860508 0.145498
1.921479 20.872628 0.145499
1.921499 21.113819 0.145499
1.921541 21.141665 0.145501
1.921588 20.977359 0.145503
1.921595 20.786197 0.145503
1.921607 21.246913 0.145504
1.921609 21.022427 0.145504
1.921612 21.259463 0.145504
1.921632 20.871798 0.145505
1.921638 21.033590 0.145505
1.921712 20.932615 0.145508
1.921761 21.217435 0.145510
1.921763 21.051691 0.145510
1.921784 21.190316 0.145511
1.921827 21.025957 0.145512
1.921852 21.000873 0.145513
1.921865 21.023502 0.145514
1.921882 21.045183 0.145515
1.921884 20.874554 0.145515
1.921900 20.931352 0.145515
1.921912 20.722442 0.145516
1.921918 20.748332 0.145516
1.921951 20.804853 0.145517
1.921953 21.047381 0.145517
1.921953 21.023799 0.145517
1.922011 20.743499 0.145520
1.922016 21.009611 0.145520
1.922020 20.941489 0.145520
1.922021 21.019936 0.145520
1.922031 20.865285 0.145521
1.922056 20.825701 0.145522
1.922064 20.850572 0.145522
1.922068 20.790461 0.145522
1.922086 20.685488 0.145523
1.922096 20.992230 0.145523
1.922109 20.875685 0.145524
1.922143 20.991491 0.145525
1.922151 21.089640 0.145525
1.922158 20.726256 0.145526
1.922178 21.082681 0.145526
1.922179 20.728424 0.145526
1.922187 20.927638 0.145527
1.922201 20.948213 0.145527
1.922230 20.916734 0.145529
1.922235 20.820084 0.145529
1.922262 21.020702 0.145530
1.922295 20.988091 0.145531
1.922314 20.965610 0.145532
1.922333 20.918309 0.145533
1.922339 20.717004 0.145533
1.922344 21.007935 0.145533
1.922351 20.685239 0.145533
1.922352 21.132433 0.145533
1.922355 21.086999 0.145534
1.922430 21.151245 0.145537
1.922432 21.009865 0.145537
1.922457 21.009676 0.145538
1.922464 21.154184 0.145538
1.922480 21.038069 0.145539
1.922487 20.783118 0.145539
1.922494 20.645150 0.145539
1.922494 20.839217 0.145539
1.922503 20.905489 0.145539
1.922531 21.192692 0.145541
1.922534 20.963237 0.145541
1.922560 21.233077 0.145542
1.922571 20.769803 0.145542
1.922574 21.240205 0.145542
1.922593 20.671754 0.145543
1.922620 20.804108 0.145544
1.922630 20.993322 0.145545
1.922633 21.147258 0.145545
1.922634 21.110611 0.145545
1.922638 21.048761 0.145545
1.922649 20.792908 0.145545
1.922661 21.014717 0.145546
1.922673 21.077686 0.145546
1.922724 20.805680 0.145548
1.922729 20.976407 0.145548
1.922730 20.888306 0.145549
1.922738 21.191579 0.145549
1.922769 20.830143 0.145550
1.922780 20.811125 0.145551
1.922780 20.823099 0.145551
1.922806 20.897372 0.145552
1.922811 20.885834 0.145552
1.922837 21.017390 0.145553
1.922845 21.084705 0.145553
1.922851 20.934250 0.145553
1.922884 20.948249 0.145555
1.922924 20.738319 0.145556
1.922927 21.072245 0.145556
1.922937 21.044932 0.145557
1.922939 20.620414 0.145557
1.922939 20.869206 0.145557
1.922950 21.200116 0.145557
1.922969 20.588985 0.145558
1.923003 21.226464 0.145559
1.923041 21.011042 0.145561
1.923055 21.057941 0.145561
1.923080 21.019421 0.145562
1.923081 20.839220 0.145563
1.923103 20.870487 0.145563
1.923116 20.675150 0.145564
1.923120 21.057352 0.145564
1.923126 20.977172 0.145564
1.923142 21.087161 0.145565
1.923158 21.041969 0.145566
1.923173 21.104083 0.145566
1.923196 21.125348 0.145567
1.923198 20.918137 0.145567
1.923206 20.947469 0.145568
1.923281 20.822704 0.145571
1.923283 21.059259 0.145571
1.923327 21.067963 0.145572
1.923367 21.125344 0.145574
1.923397 21.110091 0.145575
1.923404 20.860219 0.145575
1.923406 20.954223 0.145576
1.923431 21.143872 0.145577
1.923439 20.859969 0.145577
1.923440 20.724816 0.145577
1.923459 20.892801 0.145578
1.923471 20.985208 0.145578
1.923490 20.875600 0.145579
1.923503 20.960493 0.145579
1.923555 20.728804 0.145581
1.923558 20.696359 0.145582
1.923562 20.826289 0.145582
1.923602 20.982078 0.145583
1.923621 20.875861 0.145584
1.923658 21.178567 0.145586
1.923660 20.886923 0.145586
1.923673 20.906063 0.145586
1.923686 21.102855 0.145587
1.923731 20.777452 0.145589
1.923742 20.832202 0.145589
1.923756 20.944037 0.145590
1.923781 21.028427 0.145591
1.923785 20.926580 0.145591
1.923795 21.091400 0.145591
1.923799 20.838660 0.145591
1.923812 20.764644 0.145592
1.923843 20.913851 0.145593
1.923862 21.043525 0.145594
1.923880 20.892987 0.145594
1.923890 20.851321 0.145595
1.923903 20.844458 0.145595
1.923920 20.854815 0.145596
1.923949 20.942015 0.145597
1.923951 20.965111 0.145597
1.923970 20.733238 0.145598
1.923973 20.644526 0.145598
1.923979 20.842013 0.145598
1.923992 20.997879 0.145599
1.924016 21.051978 0.145600
1.924047 21.061094 0.145601
1.924054 20.822637 0.145601
1.924059 21.092231 0.145602
1.924075 20.825378 0.145602
1.924080 20.999429 0.145602
1.924089 20.947473 0.145603
1.924097 20.635758 0.145603
1.924102 21.076467 0.145603
1.924108 20.888563 0.145604
1.924114 20.921765 0.145604
1.924124 20.980621 0.145604
1.924125 20.865372 0.145604
1.924127 21.072299 0.145604
1.924175 21.012518 0.145606
1.924215 20.788506 0.145608
1.924227 21.039279 0.145608
1.924252 21.203989 0.145609
1.924292 21.020677 0.145611
1.924300 21.035420 0.145611
1.924302 20.913529 0.145611
1.924344 20.786034 0.145613
1.924347 20.971281 0.145613
1.924361 20.999663 0.145614
1.924363 20.731551 0.145614
1.924365 20.868991 0.145614
1.924369 21.036679 0.145614
1.924385 20.765482 0.145615
1.924407 20.794653 0.145616
1.924420 20.969761 0.145616
1.924437 20.915568 0.145617
1.924453 20.953151 0.145617
1.924462 20.878281 0.145618
1.924470 20.919112 0.145618
1.924475 20.920666 0.145618
1.924478 20.633336 0.145618
1.924503 21.038005 0.145619
1.924526 20.879362 0.145620
1.924541 20.936656 0.145621
1.924547 20.894823 0.145621
1.924561 20.724277 0.145622
1.924598 20.818468 0.145623
1.924599 20.668868 0.145623
1.924625 20.855911 0.145624
1.924628 20.943486 0.145624
1.924630 21.105169 0.145624
1.924667 21.107800 0.145626
1.924669 21.023192 0.145626
1.924673 20.948096 0.145626
1.924685 20.849899 0.145627
1.924719 20.916221 0.145628
1.924723 20.928925 0.145628
1.924727 20.937000 0.145628
1.924739 20.750230 0.145629
1.924748 21.024779 0.145629
1.924793 20.990861 0.145631
1.924804 20.872914 0.145631
1.924807 20.862149 0.145632
1.924831 21.045029 0.145632
1.924831 20.829490 0.145632
1.924847 21.104770 0.145633
1.924888 20.917207 0.145635
1.924905 20.815409 0.145635
1.924925 21.109385 0.145636
1.924953 21.265783 0.145637
1.924960 21.027391 0.145638
1.924964 20.803524 0.145638
1.924968 20.887525 0.145638
1.925003 20.956182 0.145639
1.925043 20.873326 0.145641
1.925049 20.838223 0.145641
1.925051 20.958366 0.145641
1.925062 21.098982 0.145642
1.925069 20.836477 0.145642
1.925084 21.004424 0.145643
1.925095 20.958293 0.145643
1.925095 21.153113 0.145643
1.925100 20.918222 0.145643
1.925111 20.984422 0.145644
1.925141 20.809262 0.145645
1.925164 20.953766 0.145646
1.925169 20.923673 0.145646
1.925195 20.615709 0.145647
1.925199 20.951287 0.145647
1.925211 20.716629 0.145648
1.925231 20.860642 0.145648
1.925261 20.947768 0.145650
1.925273 20.848088 0.145650
1.925273 20.927187 0.145650
1.925280 20.713605 0.145650
1.925289 21.206099 0.145651
1.925291 20.701445 0.145651
1.925299 20.715769 0.145651
1.925302 20.902382 0.145651
1.925311 20.830759 0.145652
1.925324 20.971379 0.145652
1.925326 21.092811 0.145652
1.925362 21.220167 0.145654
1.925366 20.746163 0.145654
1.925386 20.703430 0.145655
1.925407 20.904304 0.145656
1.925412 20.941685 0.145656
1.925424 20.924781 0.145656
1.925434 20.780504 0.145657
1.925440 20.702557 0.145657
1.925464 20.475476 0.145658
1.925475 20.666736 0.145658
1.925500 20.852440 0.145659
1.925514 21.116372 0.145660
1.925559 20.778239 0.145662
1.925569 20.809958 0.145662
1.925577 20.765166 0.145662
1.925684 21.055132 0.145667
1.925705 20.886478 0.145667
1.925730 20.927474 0.145668
1.925737 21.087488 0.145669
1.925748 20.841919 0.145669
1.925748 20.820850 0.145669
1.925763 20.895480 0.145670
1.925781 20.900058 0.145670
1.925787 20.559239 0.145671
1.925795 20.873187 0.145671
1.925801 20.812460 0.145671
1.925802 21.044483 0.145671
1.925815 21.009913 0.145672
1.925840 20.669943 0.145673
1.925842 21.041306 0.145673
1.925890 20.829584 0.145675
1.925919 20.603463 0.145676
1.925960 21.122528 0.145678
1.925969 20.880313 0.145678
1.925973 20.806476 0.145678
1.925983 20.992655 0.145679
1.925987 20.928818 0.145679
1.926007 20.706158 0.145680
1.926025 20.921872 0.145680
1.926041 20.744835 0.145681
1.926041 20.994346 0.145681
1.926048 20.768052 0.145681
1.926056 20.685578 0.145681
1.926059 20.774207 0.145682
1.926064 20.784365 0.145682
1.926064 21.029521 0.145682
1.926068 20.763488 0.145682
1.926100 20.792836 0.145683
1.926107 21.054295 0.145683
1.926117 20.633138 0.145684
1.926130 20.818974 0.145684
1.926133 20.782961 0.145685
1.926146 20.995990 0.145685
1.926151 20.870040 0.145685
1.926159 20.979343 0.145686
1.926183 20.674088 0.145687
1.926201 20.911118 0.145687
1.926214 21.065705 0.145688
1.926219 20.959419 0.145688
1.926235 21.006119 0.145689
1.926237 20.870513 0.145689
1.926265 20.678175 0.145690
1.926268 20.997612 0.145690
1.926280 20.953567 0.145690
1.926292 21.187095 0.145691
1.926296 21.014110 0.145691
1.926304 20.991750 0.145691
1.926324 20.603350 0.145692
1.926338 20.775163 0.145693
1.926349 20.904667 0.145693
1.926352 20.756965 0.145693
1.926357 21.120410 0.145693
1.926365 21.009407 0.145694
1.926386 20.855303 0.145695
1.926404 20.691355 0.145695
1.926406 21.039210 0.145695
1.926412 20.790185 0.145696
1.926418 20.964645 0.145696
1.926428 21.023883 0.145696
1.926451 20.644438 0.145697
1.926453 20.852657 0.145697
1.926466 20.670959 0.145698
1.926478 20.584727 0.145698
1.926495 21.141822 0.145699
1.926504 21.216624 0.145699
1.926514 20.725163 0.145700
1.926525 20.788315 0.145700
1.926573 20.790100 0.145702
1.926586 21.006126 0.145703
1.926608 20.829725 0.145704
1.926623 20.917435 0.145704
1.926644 20.818659 0.145705
1.926650 20.998510 0.145705
1.926657 20.911867 0.145706
1.926668 20.762296 0.145706
1.926689 20.826905 0.145707
1.926694 20.989921 0.145707
1.926700 20.917927 0.145707
1.926705 20.945582 0.145707
1.926712 20.928690 0.145708
1.926738 20.838690 0.145709
1.926748 20.956593 0.145709
1.926780 21.145353 0.145710
1.926794 20.672483 0.145711
1.926832 21.122501 0.145712
1.926890 20.945662 0.145715
1.926892 21.068331 0.145715
1.926896 21.016959 0.145715
1.926910 20.721029 0.145716
1.926915 20.860077 0.145716
1.926932 20.701243 0.145717
1.926936 21.212560 0.145717
1.926964 21.038851 0.145718
1.926972 20.882656 0.145718
1.927020 20.895265 0.145720
1.927033 20.855316 0.145721
1.927047 20.729826 0.145721
1.927050 20.840668 0.145721
1.927061 21.079734 0.145722
1.927061 20.663161 0.145722
1.927078 20.682742 0.145722
1.927095 20.867643 0.145723
1.927102 20.791703 0.145723
1.927108 20.914462 0.145724
1.927128 20.809737 0.145724
1.927131 20.669548 0.145724
1.927145 21.010618 0.145725
1.927171 21.024505 0.145726
1.927236 20.659436 0.145729
1.927249 20.855990 0.145729
1.927271 21.186225 0.145730
1.927285 20.870277 0.145731
1.927301 20.828020 0.145731
1.927338 20.914736 0.145733
1.927349 20.717964 0.145733
1.927354 20.856471 0.145733
1.927363 21.250286 0.145734
1.927364 20.819334 0.145734
1.927381 20.775869 0.145734
1.927390 20.943067 0.145735
1.927397 20.914056 0.145735
1.927402 20.911277 0.145735
1.927432 20.978292 0.145736
1.927433 20.821293 0.145737
1.927459 20.953320 0.145738
1.927467 21.129900 0.145738
1.927472 20.946789 0.145738
1.927473 20.874908 0.145738
1.927494 20.786413 0.145739
1.927506 20.834193 0.145739
1.927551 21.044679 0.145741
1.927590 21.081795 0.145743
1.927620 21.036234 0.145744
1.927629 21.114305 0.145744
1.927632 20.825147 0.145744
1.927639 20.829126 0.145745
1.927640 20.825955 0.145745
1.927651 20.741952 0.145745
1.927653 21.037723 0.145745
1.927660 20.909961 0.145746
1.927673 21.191287 0.145746
1.927677 20.941344 0.145746
1.927705 20.936462 0.145747
1.927715 20.615954 0.145748
1.927738 20.897717 0.145749
1.927747 21.093056 0.145749
1.927770 20.921494 0.145750
1.927771 21.221373 0.145750
1.927776 21.143507 0.145750
1.927778 20.828037 0.145750
1.927788 21.051063 0.145751
1.927806 20.971553 0.145751
1.927814 21.074011 0.145752
1.927826 20.801120 0.145752
1.927844 20.934424 0.145753
1.927853 20.987664 0.145753
1.927884 20.972850 0.145755
1.927917 20.998492 0.145756
1.927919 21.036883 0.145756
1.927920 21.079615 0.145756
1.927928 20.912422 0.145756
1.927937 20.800236 0.145757
1.927941 21.138682 0.145757
1.927974 20.992459 0.145758
1.928002 20.975012 0.145759
1.928060 20.745313 0.145762
1.928068 20.953515 0.145762
1.928070 20.833499 0.145762
1.928084 20.969731 0.145763
1.928121 21.031953 0.145764
1.928159 20.852926 0.145766
1.928161 20.987370 0.145766
1.928162 20.819617 0.145766
1.928178 20.706726 0.145766
1.928179 20.892851 0.145766
1.928222 20.671936 0.145768
1.928228 20.854424 0.145768
1.928252 20.813685 0.145769
1.928304 20.943204 0.145771
1.928323 20.700507 0.145772
1.928326 20.799159 0.145772
1.928368 20.891086 0.145774
1.928375 20.936767 0.145774
1.928388 21.129322 0.145775
1.928399 20.792686 0.145775
1.928400 21.070114 0.145775
1.928404 21.154191 0.145775
1.928406 21.109857 0.145775
1.928421 20.945218 0.145776
1.928424 20.646800 0.145776
1.928450 20.648111 0.145777
1.928469 20.855715 0.145778
1.928487 21.035165 0.145779
1.928531 20.720444 0.145780
1.928531 21.013627 0.145780
1.928535 21.058873 0.145781
1.928560 21.111282 0.145782
1.928561 20.918625 0.145782
1.928591 21.164357 0.145783
1.928597 20.927290 0.145783
1.928601 21.225667 0.145783
1.928617 20.784973 0.145784
1.928625 21.063359 0.145784
1.928629 20.819209 0.145784
1.928645 20.790553 0.145785
1.928662 20.881808 0.145786
1.928663 20.957832 0.145786
1.928687 20.682604 0.145787
1.928707 20.853880 0.145788
1.928710 21.109685 0.145788
1.928728 21.115777 0.145788
1.928740 20.682151 0.145789
1.928743 20.900645 0.145789
1.928749 21.102453 0.145789
1.928756 20.757014 0.145789
1.928760 20.956493 0.145790
1.928762 20.701760 0.145790
1.928768 20.920635 0.145790
1.928787 20.801851 0.145791
1.928797 20.803585 0.145791
1.928806 20.868977 0.145791
1.928807 21.090020 0.145792
1.928825 21.216596 0.145792
1.928856 20.630254 0.145793
1.928864 20.947295 0.145794
1.928866 20.888568 0.145794
1.928883 20.985156 0.145795
1.928884 20.814914 0.145795
1.928885 20.403073 0.145795
1.928903 20.954227 0.145795
1.928933 20.978876 0.145797
1.928934 20.915824 0.145797
1.928946 21.000775 0.145797
1.928957 20.942539 0.145798
1.928958 20.900847 0.145798
1.928962 21.233832 0.145798
1.929025 20.802879 0.145800
1.929033 21.079702 0.145801
1.929048 20.937965 0.145801
1.929055 20.957652 0.145801
1.929066 20.750911 0.145802
1.929100 20.700725 0.145803
1.929107 21.017410 0.145804
1.929133 20.808533 0.145805
1.929142 20.969246 0.145805
1.929179 20.954994 0.145806
1.929192 20.997747 0.145807
1.929219 20.887845 0.145808
1.929221 20.750772 0.145808
1.929222 20.765607 0.145808
1.929230 20.909428 0.145808
1.929280 21.161575 0.145810
1.929301 20.664841 0.145811
1.929321 21.133844 0.145812
1.929332 20.858177 0.145813
1.929344 20.870602 0.145813
1.929355 20.716952 0.145813
1.929357 20.978248 0.145814
1.929359 20.870934 0.145814
1.929371 20.937563 0.145814
1.929397 20.737257 0.145815
1.929411 21.194113 0.145816
1.929412 20.835828 0.145816
1.929416 21.017425 0.145816
1.929458 20.739088 0.145818
1.929489 20.740936 0.145819
1.929508 20.741825 0.145820
1.929513 20.819940 0.145820
1.929541 20.936808 0.145821
1.929545 20.825860 0.145821
1.929545 21.013846 0.145821
1.929546 20.714613 0.145821
1.929571 20.969201 0.145822
1.929575 21.058413 0.145822
1.929585 20.956840 0.145823
1.929644 21.012785 0.145825
1.929648 20.754929 0.145825
1.929653 21.068739 0.145825
1.929653 20.867252 0.145825
1.929709 21.138947 0.145828
1.929711 21.073196 0.145828
1.929722 21.000632 0.145828
1.929729 21.202890 0.145828
1.929738 20.953947 0.145829
1.929761 21.217988 0.145830
1.929771 20.906684 0.145830
1.929799 20.751574 0.145831
1.929801 20.895740 0.145831
1.929811 20.746338 0.145832
1.929823 20.972016 0.145832
1.929858 20.856446 0.145834
1.929879 21.100071 0.145834
1.929898 21.057096 0.145835
1.929911 21.049152 0.145836
1.929943 20.871268 0.145837
1.929951 20.982764 0.145837
1.929971 20.883335 0.145838
1.929974 20.983456 0.145838
1.929978 20.794871 0.145838
1.929993 20.789005 0.145839
1.930011 20.472850 0.145840
1.930022 21.129155 0.145840
1.930024 20.988429 0.145840
1.930047 20.859506 0.145841
1.930054 20.927395 0.145841
1.930105 20.717344 0.145843
1.930116 20.990059 0.145844
1.930124 20.877295 0.145844
1.930132 21.044767 0.145845
1.930133 20.817024 0.145845
1.930133 20.908306 0.145845
1.930148 20.903050 0.145845
1.930202 20.912101 0.145847
1.930226 20.824300 0.145848
1.930228 20.610491 0.145848
1.930244 20.817303 0.145849
1.930273 20.823242 0.145850
1.930298 21.064070 0.145851
1.930309 20.952115 0.145852
1.930317 20.956686 0.145852
1.930326 20.725323 0.145852
1.930329 20.949518 0.145852
1.930332 20.894324 0.145853
1.930336 20.694460 0.145853
1.930354 20.860916 0.145853
1.930359 20.880804 0.145854
1.930365 20.924452 0.145854
1.930370 20.880973 0.145854
1.930407 20.927219 0.145856
1.930413 20.868893 0.145856
1.930475 20.763208 0.145858
1.930477 20.767207 0.145858
1.930486 20.922862 0.145859
1.930532 20.995006 0.145861
1.930533 20.836160 0.145861
1.930549 21.056483 0.145861
1.930556 20.820781 0.145861
1.930568 20.862505 0.145862
1.930572 21.006260 0.145862
1.930582 20.868877 0.145863
1.930583 20.625739 0.145863
1.930610 20.743413 0.145864
1.930624 20.656445 0.145864
1.930691 20.920414 0.145867
1.930695 20.807497 0.145867
1.930710 20.825349 0.145868
1.930726 20.915394 0.145868
1.930727 20.794258 0.145868
1.930734 20.915735 0.145869
1.930747 20.986892 0.145869
1.930748 20.930569 0.145869
1.930754 20.640446 0.145869
1.930782 20.878990 0.145871
1.930783 21.093563 0.145871
1.930784 20.917733 0.145871
1.930796 20.820708 0.145871
1.930831 21.265415 0.145873
1.930847 20.828837 0.145873
1.930876 21.059670 0.145874
1.930880 20.814605 0.145874
1.930884 20.736758 0.145875
1.930896 20.748051 0.145875
1.930904 21.068914 0.145875
1.930906 20.703400 0.145876
1.930908 20.695588 0.145876
1.930909 20.873181 0.145876
1.930938 20.652586 0.145877
1.930948 20.622999 0.145877
1.930955 21.018945 0.145877
1.930957 20.952382 0.145878
1.930968 21.116558 0.145878
1.930969 20.921653 0.145878
1.931018 20.784477 0.145880
1.931034 20.895000 0.145881
1.931039 20.821274 0.145881
1.931047 20.901810 0.145881
1.931063 20.926306 0.145882
1.931075 20.997087 0.145882
1.931097 20.914560 0.145883
1.931136 20.771891 0.145885
1.931138 20.809314 0.145885
1.931151 20.840881 0.145885
1.931165 20.772417 0.145886
1.931184 21.215532 0.145887
1.931189 20.816405 0.145887
1.931192 20.960830 0.145887
1.931204 20.866856 0.145887
1.931215 20.917196 0.145888
1.931226 20.776618 0.145888
1.931239 21.139578 0.145889
1.931257 20.989391 0.145890
1.931264 21.069243 0.145890
1.931270 20.706270 0.145890
1.931288 20.830505 0.145891
1.931292 20.915819 0.145891
1.931312 20.908496 0.145892
1.931330 20.796543 0.145892
1.931330 20.987272 0.145893
1.931335 20.886286 0.145893
1.931339 21.021297 0.145893
1.931342 20.888062 0.145893
1.931395 20.767183 0.145895
1.931398 20.821656 0.145895
1.931426 20.860385 0.145896
1.931462 20.860265 0.145898
1.931486 20.833919 0.145899
1.931493 21.081997 0.145899
1.931528 20.955058 0.145900
1.931560 21.068207 0.145902
1.931573 20.880124 0.145902
1.931577 21.160018 0.145902
1.931592 21.045910 0.145903
1.931599 20.835540 0.145903
1.931635 20.956242 0.145905
1.931654 20.683308 0.145905
1.931669 21.026925 0.145906
1.931678 20.758999 0.145906
1.931715 21.026280 0.145908
1.931740 20.866082 0.145909
1.931749 20.877999 0.145909
1.931763 20.910662 0.145910
1.931781 20.972364 0.145911
1.931784 20.585409 0.145911
1.931788 20.970497 0.145911
1.931789 20.849874 0.145911
1.931811 20.840072 0.145912
1.931813 20.705291 0.145912
1.931815 21.023454 0.145912
1.931820 20.546421 0.145912
1.931823 21.046462 0.145912
1.931843 20.956623 0.145913
1.931902 20.826040 0.145915
1.931943 20.875323 0.145917
1.931951 20.885016 0.145917
1.931955 20.887250 0.145918
1.931967 21.041894 0.145918
1.932024 20.694126 0.145920
1.932071 20.844961 0.145922
1.932078 20.846171 0.145922
1.932090 20.977398 0.145923
1.932092 21.074326 0.145923
1.932096 21.104242 0.145923
1.932114 20.778130 0.145924
1.932119 20.824356 0.145924
1.932125 20.946210 0.145924
1.932128 20.932626 0.145924
1.932166 21.101997 0.145926
1.932186 20.902539 0.145927
1.932186 21.195523 0.145927
1.932231 20.819981 0.145929
1.932237 20.973526 0.145929
1.932262 20.788356 0.145930
1.932263 20.926223 0.145930
1.932276 20.902238 0.145930
1.932276 20.897770 0.145930
1.932279 21.247085 0.145931
1.932286 20.973190 0.145931
1.932290 20.911704 0.145931
1.932296 20.977258 0.145931
1.932300 20.995941 0.145931
1.932316 21.019612 0.145932
1.932323 20.832608 0.145932
1.932330 20.903877 0.145933
1.932341 20.886594 0.145933
1.932353 20.809013 0.145933
1.932372 20.796588 0.145934
1.932384 20.906918 0.145935
1.932434 20.880062 0.145937
1.932435 20.694031 0.145937
1.932447 20.784661 0.145937
1.932469 20.914793 0.145938
1.932501 20.971345 0.145939
1.932514 21.192719 0.145940
1.932521 20.991056 0.145940
1.932521 21.041433 0.145940
1.932524 21.048052 0.145940
1.932528 21.118806 0.145940
1.932552 20.879653 0.145941
1.932554 20.953001 0.145942
1.932576 20.838799 0.145942
1.932591 20.819765 0.145943
1.932610 21.295957 0.145944
1.932612 20.758928 0.145944
1.932626 21.158831 0.145944
1.932629 20.837958 0.145945
1.932634 21.201946 0.145945
1.932697 20.871177 0.145947
1.932705 21.053481 0.145948
1.932729 21.012102 0.145949
1.932729 20.855888 0.145949
1.932729 20.907932 0.145949
1.932737 20.903928 0.145949
1.932738 20.834123 0.145949
1.932762 21.018787 0.145950
1.932766 20.914543 0.145950
1.932769 20.977700 0.145950
1.932793 21.085855 0.145951
1.932831 20.997975 0.145953
1.932852 20.987861 0.145953
1.932859 21.039332 0.145954
1.932861 20.827975 0.145954
1.932881 20.994560 0.145955
1.932884 21.083018 0.145955
1.932899 20.944306 0.145955
1.932996 20.758331 0.145959
1.933013 20.896799 0.145960
1.933019 20.763204 0.145960
1.933028 21.020057 0.145961
1.933037 20.831337 0.145961
1.933045 21.199324 0.145961
1.933054 20.946291 0.145962
1.933057 20.966549 0.145962
1.933060 20.844127 0.145962
1.933062 20.904363 0.145962
1.933066 20.859579 0.145962
1.933072 20.682850 0.145962
1.933085 21.082053 0.145963
1.933093 20.833652 0.145963
1.933099 20.715306 0.145963
1.933122 20.933198 0.145964
1.933148 21.029110 0.145965
1.933172 20.977006 0.145966
1.933226 20.913912 0.145968
1.933228 20.637503 0.145969
1.933272 20.850913 0.145970
1.933280 21.000101 0.145971
1.933287 20.980022 0.145971
1.933288 21.108433 0.145971
1.933313 20.781025 0.145972
1.933314 20.838250 0.145972
1.933330 20.846358 0.145973
1.933353 21.051375 0.145974
1.933362 20.988861 0.145974
1.933415 20.848981 0.145976
1.933415 20.823493 0.145976
1.933436 20.860308 0.145977
1.933441 20.727982 0.145977
1.933480 21.037634 0.145979
1.933484 20.938910 0.145979
1.933485 20.905128 0.145979
1.933523 20.840624 0.145980
1.933530 21.000560 0.145981
1.933533 20.978819 0.145981
1.933596 20.814602 0.145983
1.933597 20.999243 0.145983
1.933701 20.622722 0.145987
1.933708 20.830441 0.145988
1.933708 20.864578 0.145988
1.933730 20.966155 0.145989
1.933741 20.684848 0.145989
1.933747 20.964840 0.145989
1.933763 20.854475 0.145990
1.933767 20.898005 0.145990
1.933801 20.942298 0.145991
1.933823 20.991977 0.145992
1.933842 20.958957 0.145993
1.933889 21.230914 0.145995
1.933907 20.971123 0.145996
1.933927 20.770197 0.145997
1.933930 21.112064 0.145997
1.933935 21.009163 0.145997
1.933951 21.132623 0.145997
1.933952 20.884123 0.145998
1.933969 20.906818 0.145998
1.933970 20.663553 0.145998
1.933979 20.832260 0.145999
1.934057 21.166600 0.146002
